,hour,day,month,year,dayofweek
12426,20,3,7,2017,2
12427,20,3,7,2017,2
12428,16,10,7,2017,2
12429,21,9,7,2017,1
12430,14,10,7,2017,2
12431,20,9,7,2017,1
12432,08,10,7,2017,2
12433,02,11,7,2017,3
12434,15,7,7,2017,6
12435,10,11,7,2017,3
12436,20,10,7,2017,2
12437,07,11,7,2017,3
12438,09,11,7,2017,3
12439,16,11,7,2017,3
12440,18,10,7,2017,2
12441,19,9,7,2017,1
12442,21,11,7,2017,3
12443,02,22,6,2017,5
12444,18,4,7,2017,3
12445,21,12,7,2017,4
12446,11,18,6,2017,1
12447,00,8,7,2017,7
12448,10,19,7,2017,4
12449,19,9,9,2017,7
12450,22,18,7,2017,3
12451,10,28,8,2017,2
12452,15,5,8,2017,7
12453,19,9,9,2017,7
12454,11,19,7,2017,4
12455,18,30,8,2017,4
12456,20,9,9,2017,7
12457,12,20,8,2017,1
12458,01,18,7,2017,3
12459,18,5,8,2017,7
12460,13,28,8,2017,2
12461,17,10,9,2017,1
12462,19,30,8,2017,4
12463,09,22,6,2017,5
12464,00,21,8,2017,2
12465,18,21,7,2017,6
12466,12,6,8,2017,1
12467,15,7,9,2017,5
12468,18,30,8,2017,4
12469,10,19,7,2017,4
12470,14,31,7,2017,2
12471,19,6,8,2017,1
12472,16,10,9,2017,1
12473,18,30,8,2017,4
12474,21,18,7,2017,3
12475,12,21,8,2017,2
12476,02,17,7,2017,2
12477,09,9,9,2017,7
12478,17,1,9,2017,6
12479,02,1,9,2017,6
12480,16,31,8,2017,5
12481,23,7,8,2017,2
12482,08,31,8,2017,5
12483,23,31,8,2017,5
12484,22,30,8,2017,4
12485,10,19,6,2017,2
12486,07,28,8,2017,2
12487,19,26,8,2017,7
12488,22,1,9,2017,6
12489,17,31,8,2017,5
12490,16,26,7,2017,4
12491,13,31,8,2017,5
12492,15,31,8,2017,5
12493,15,1,9,2017,6
12494,09,2,9,2017,7
12495,12,30,8,2017,4
12496,11,26,8,2017,7
12497,09,29,8,2017,3
12498,15,2,9,2017,7
12499,16,22,8,2017,3
12500,15,2,9,2017,7
12501,15,2,9,2017,7
12502,18,2,9,2017,7
12503,23,2,9,2017,7
12504,00,3,9,2017,1
12505,17,1,9,2017,6
12506,10,4,9,2017,2
12507,14,2,9,2017,7
12508,17,30,8,2017,4
12509,17,30,8,2017,4
12510,17,3,9,2017,1
12511,11,31,7,2017,2
12512,13,3,9,2017,1
12513,16,4,9,2017,2
12514,13,3,9,2017,1
12515,10,5,9,2017,3
12516,10,5,9,2017,3
12517,12,26,8,2017,7
12518,19,24,8,2017,5
12519,20,3,9,2017,1
12520,20,3,9,2017,1
12521,09,5,9,2017,3
12522,09,5,9,2017,3
12523,21,1,9,2017,6
12524,10,1,9,2017,6
12525,22,4,9,2017,2
12526,12,5,9,2017,3
12527,16,5,9,2017,3
12528,00,23,6,2017,6
12529,13,5,9,2017,3
12530,12,5,9,2017,3
12531,21,5,9,2017,3
12532,18,5,9,2017,3
12533,18,5,9,2017,3
12534,08,6,9,2017,4
12535,21,31,8,2017,5
12536,22,28,8,2017,2
12537,22,2,9,2017,7
12538,17,5,9,2017,3
12539,14,28,8,2017,2
12540,09,6,9,2017,4
12541,08,6,9,2017,4
12542,08,6,9,2017,4
12543,10,24,7,2017,2
12544,21,4,8,2017,6
12545,22,3,9,2017,1
12546,21,4,9,2017,2
12547,22,6,9,2017,4
12548,09,7,9,2017,5
12549,13,7,9,2017,5
12550,15,5,9,2017,3
12551,23,6,9,2017,4
12552,19,3,9,2017,1
12553,17,7,9,2017,5
12554,14,6,9,2017,4
12555,02,7,9,2017,5
12556,19,28,8,2017,2
12557,22,2,9,2017,7
12558,11,8,9,2017,6
12559,18,8,9,2017,6
12560,16,7,9,2017,5
12561,00,3,9,2017,1
12562,03,9,9,2017,7
12563,16,18,8,2017,6
12564,16,18,8,2017,6
12565,07,21,8,2017,2
12566,19,9,9,2017,7
12567,06,19,7,2017,4
12568,00,7,8,2017,2
12569,21,18,7,2017,3
12570,07,21,8,2017,2
12571,15,5,8,2017,7
12572,19,18,7,2017,3
12573,22,9,9,2017,7
12574,19,19,7,2017,4
12575,09,21,8,2017,2
12576,21,10,8,2017,5
12577,08,5,8,2017,7
12578,14,17,7,2017,2
12579,20,21,8,2017,2
12580,18,10,9,2017,1
12581,00,18,7,2017,3
12582,15,7,8,2017,2
12583,22,16,8,2017,4
12584,00,18,7,2017,3
12585,16,10,9,2017,1
12586,00,6,8,2017,1
12587,00,6,8,2017,1
12588,04,25,6,2017,1
12589,00,5,8,2017,7
12590,23,5,8,2017,7
12591,08,31,7,2017,2
12592,07,16,7,2017,1
12593,09,8,8,2017,3
12594,09,3,8,2017,5
12595,09,3,8,2017,5
12596,11,31,7,2017,2
12597,11,31,7,2017,2
12598,13,8,8,2017,3
12599,09,8,8,2017,3
12600,15,7,8,2017,2
12601,10,1,8,2017,3
12602,11,8,8,2017,3
12603,19,4,8,2017,6
12604,16,8,8,2017,3
12605,09,8,8,2017,3
12606,20,8,8,2017,3
12607,13,5,8,2017,7
12608,07,4,8,2017,6
12609,08,8,8,2017,3
12610,21,8,8,2017,3
12611,21,8,8,2017,3
12612,07,6,8,2017,1
12613,20,8,8,2017,3
12614,21,8,8,2017,3
12615,11,4,8,2017,6
12616,01,26,7,2017,4
12617,21,8,8,2017,3
12618,15,7,8,2017,2
12619,15,1,8,2017,3
12620,20,8,8,2017,3
12621,02,8,8,2017,3
12622,07,9,8,2017,4
12623,22,25,7,2017,3
12624,15,2,8,2017,4
12625,08,9,8,2017,4
12626,08,9,8,2017,4
12627,20,7,8,2017,2
12628,07,9,8,2017,4
12629,20,9,8,2017,4
12630,01,9,8,2017,4
12631,19,8,8,2017,3
12632,18,8,4,2017,7
12633,16,3,8,2017,5
12634,10,8,8,2017,3
12635,17,10,8,2017,5
12636,18,7,8,2017,2
12637,10,6,8,2017,1
12638,16,5,8,2017,7
12639,02,19,6,2017,2
12640,19,9,8,2017,4
12641,19,9,8,2017,4
12642,02,10,8,2017,5
12643,08,10,8,2017,5
12644,19,10,8,2017,5
12645,21,10,8,2017,5
12646,19,10,8,2017,5
12647,20,10,8,2017,5
12648,01,11,8,2017,6
12649,13,9,8,2017,4
12650,14,10,8,2017,5
12651,18,10,8,2017,5
12652,21,10,8,2017,5
12653,17,11,8,2017,6
12654,20,11,8,2017,6
12655,19,11,8,2017,6
12656,00,30,7,2017,1
12657,09,12,8,2017,7
12658,21,10,8,2017,5
12659,19,10,8,2017,5
12660,17,11,8,2017,6
12661,18,9,8,2017,4
12662,11,5,4,2017,4
12663,00,10,8,2017,5
12664,04,12,8,2017,7
12665,20,25,6,2017,1
12666,11,22,6,2017,5
12667,14,21,8,2017,2
12668,17,10,9,2017,1
12669,00,26,6,2017,2
12670,04,20,7,2017,5
12671,17,10,9,2017,1
12672,13,21,8,2017,2
12673,14,18,7,2017,3
12674,05,3,9,2017,1
12675,12,10,9,2017,1
12676,14,10,9,2017,1
12677,13,25,8,2017,6
12678,00,9,9,2017,7
12679,16,2,8,2017,4
12680,18,10,9,2017,1
12681,16,11,9,2017,2
12682,19,15,8,2017,3
12683,05,22,7,2017,7
12684,13,7,9,2017,5
12685,22,8,9,2017,6
12686,00,5,8,2017,7
12687,22,11,9,2017,2
12688,22,11,9,2017,2
12689,21,11,9,2017,2
12690,09,11,9,2017,2
12691,07,12,9,2017,3
12692,06,26,6,2017,2
12693,20,11,9,2017,2
12694,08,30,8,2017,4
12695,13,28,8,2017,2
12696,15,12,9,2017,3
12697,16,12,9,2017,3
12698,09,12,9,2017,3
12699,19,12,9,2017,3
12700,19,11,9,2017,2
12701,00,15,8,2017,3
12702,15,12,9,2017,3
12703,21,12,9,2017,3
12704,14,12,9,2017,3
12705,22,12,9,2017,3
12706,11,13,9,2017,4
12707,18,12,9,2017,3
12708,15,11,9,2017,2
12709,00,13,9,2017,4
12710,08,13,9,2017,4
12711,11,13,9,2017,4
12712,20,11,9,2017,2
12713,20,13,9,2017,4
12714,16,13,9,2017,4
12715,17,13,9,2017,4
12716,09,13,9,2017,4
12717,12,10,9,2017,1
12718,15,13,9,2017,4
12719,03,9,9,2017,7
12720,19,3,9,2017,1
12721,07,14,9,2017,5
12722,14,14,9,2017,5
12723,08,14,9,2017,5
12724,17,14,9,2017,5
12725,10,14,9,2017,5
12726,01,14,9,2017,5
12727,12,15,9,2017,6
12728,14,12,9,2017,3
12729,08,15,9,2017,6
12730,08,15,9,2017,6
12731,20,9,9,2017,7
12732,11,14,9,2017,5
12733,18,14,9,2017,5
12734,10,14,9,2017,5
12735,09,14,9,2017,5
12736,08,13,9,2017,4
12737,08,13,9,2017,4
12738,09,15,9,2017,6
12739,18,15,9,2017,6
12740,13,15,9,2017,6
12741,13,15,9,2017,6
12742,11,15,9,2017,6
12743,14,13,9,2017,4
12744,20,14,9,2017,5
12745,14,15,9,2017,6
12746,04,16,9,2017,7
12747,02,16,9,2017,7
12748,00,15,9,2017,6
12749,09,14,9,2017,5
12750,17,15,9,2017,6
12751,13,16,9,2017,7
12752,00,17,9,2017,1
12753,23,20,8,2017,1
12754,21,19,7,2017,4
12755,23,20,8,2017,1
12756,10,19,8,2017,7
12757,17,19,7,2017,4
12758,19,22,8,2017,3
12759,20,15,7,2017,7
12760,18,20,7,2017,5
12761,14,21,8,2017,2
12762,11,20,7,2017,5
12763,09,19,7,2017,4
12764,14,22,7,2017,7
12765,00,21,7,2017,6
12766,16,23,7,2017,1
12767,14,1,6,2017,5
12768,20,20,7,2017,5
12769,07,18,7,2017,3
12770,21,6,7,2017,5
12771,15,21,7,2017,6
12772,02,15,7,2017,7
12773,16,21,7,2017,6
12774,21,19,7,2017,4
12775,01,22,7,2017,7
12776,07,21,7,2017,6
12777,04,22,7,2017,7
12778,12,1,9,2016,5
12779,15,22,7,2017,7
12780,00,22,7,2017,7
12781,12,20,7,2017,5
12782,00,16,7,2017,1
12783,13,24,11,2016,5
12784,08,19,7,2017,4
12785,09,22,7,2017,7
12786,20,20,7,2017,5
12787,11,21,7,2017,6
12788,12,22,7,2017,7
12789,20,15,7,2017,7
12790,19,23,7,2017,1
12791,00,23,7,2017,1
12792,02,22,7,2017,7
12793,08,21,7,2017,6
12794,15,23,7,2017,1
12795,15,23,7,2017,1
12796,15,23,7,2017,1
12797,15,23,7,2017,1
12798,14,22,7,2017,7
12799,23,23,7,2017,1
12800,15,20,7,2017,5
12801,19,21,7,2017,6
12802,17,24,7,2017,2
12803,17,24,7,2017,2
12804,10,17,6,2017,7
12805,18,21,7,2017,6
12806,22,24,7,2017,2
12807,13,22,7,2017,7
12808,16,21,7,2017,6
12809,08,21,7,2017,6
12810,00,21,7,2017,6
12811,10,25,7,2017,3
12812,19,23,7,2017,1
12813,22,24,7,2017,2
12814,00,26,7,2017,4
12815,18,25,7,2017,3
12816,15,25,7,2017,3
12817,09,25,7,2017,3
12818,19,25,7,2017,3
12819,18,25,7,2017,3
12820,21,24,7,2017,2
12821,20,25,7,2017,3
12822,09,30,6,2017,6
12823,21,25,7,2017,3
12824,07,26,7,2017,4
12825,16,23,7,2017,1
12826,15,25,7,2017,3
12827,09,26,7,2017,4
12828,06,24,7,2017,2
12829,09,15,7,2017,7
12830,05,5,6,2017,2
12831,14,26,6,2017,2
12832,18,20,8,2017,1
12833,19,21,8,2017,2
12834,03,14,8,2017,2
12835,09,22,8,2017,3
12836,08,22,8,2017,3
12837,08,13,8,2017,1
12838,09,22,8,2017,3
12839,09,22,8,2017,3
12840,17,22,8,2017,3
12841,11,7,7,2017,6
12842,12,23,8,2017,4
12843,09,23,8,2017,4
12844,17,12,8,2017,7
12845,16,22,8,2017,3
12846,15,21,8,2016,1
12847,16,23,8,2017,4
12848,18,22,8,2017,3
12849,20,15,8,2017,3
12850,23,22,8,2017,3
12851,11,22,8,2017,3
12852,22,11,7,2017,3
12853,17,23,8,2017,4
12854,22,23,8,2017,4
12855,21,23,8,2017,4
12856,00,24,8,2017,5
12857,00,24,8,2017,5
12858,10,22,8,2017,3
12859,20,18,8,2017,6
12860,16,21,8,2017,2
12861,16,24,8,2017,5
12862,22,14,8,2017,2
12863,20,27,11,2016,1
12864,18,24,8,2017,5
12865,18,24,8,2017,5
12866,09,25,8,2017,6
12867,09,24,8,2017,5
12868,09,19,8,2017,7
12869,18,25,8,2017,6
12870,15,25,8,2017,6
12871,16,25,8,2017,6
12872,08,14,8,2017,2
12873,17,23,8,2017,4
12874,18,25,8,2017,6
12875,03,26,8,2017,7
12876,14,24,8,2017,5
12877,11,25,8,2017,6
12878,11,10,6,2017,7
12879,14,27,8,2017,1
12880,21,26,8,2017,7
12881,20,14,8,2017,2
12882,18,26,8,2017,7
12883,18,26,8,2017,7
12884,21,25,8,2017,6
12885,21,25,8,2017,6
12886,10,26,8,2017,7
12887,11,27,8,2017,1
12888,13,21,8,2017,2
12889,20,14,8,2017,2
12890,20,27,8,2017,1
12891,23,25,8,2017,6
12892,17,22,8,2017,3
12893,10,28,8,2017,2
12894,13,27,8,2017,1
12895,08,29,7,2017,7
12896,08,29,7,2017,7
12897,10,27,8,2017,1
12898,07,28,8,2017,2
12899,16,25,8,2017,6
12900,21,25,8,2017,6
12901,08,28,8,2017,2
12902,18,27,8,2017,1
12903,14,29,8,2017,3
12904,14,29,8,2017,3
12905,15,29,8,2017,3
12906,08,29,8,2017,3
12907,10,29,8,2017,3
12908,14,29,8,2017,3
12909,22,29,8,2017,3
12910,02,26,6,2017,2
12911,00,26,6,2017,2
12912,20,26,6,2017,2
12913,17,17,6,2017,7
12914,18,22,6,2017,5
12915,11,26,6,2017,2
12916,18,26,6,2017,2
12917,18,26,6,2017,2
12918,18,26,6,2017,2
12919,21,26,6,2017,2
12920,10,26,6,2017,2
12921,22,24,6,2017,7
12922,19,31,5,2017,4
12923,19,31,5,2017,4
12924,23,25,6,2017,1
12925,14,23,6,2017,6
12926,00,25,6,2017,1
12927,08,27,6,2017,3
12928,07,28,6,2017,4
12929,19,27,6,2017,3
12930,00,28,6,2017,4
12931,00,28,6,2017,4
12932,01,28,6,2017,4
12933,01,28,6,2017,4
12934,01,28,6,2017,4
12935,01,28,6,2017,4
12936,17,27,6,2017,3
12937,17,27,6,2017,3
12938,12,27,6,2017,3
12939,10,27,6,2017,3
12940,19,24,6,2017,7
12941,09,12,6,2017,2
12942,12,27,6,2017,3
12943,16,3,6,2017,7
12944,17,28,6,2017,4
12945,18,28,6,2017,4
12946,20,27,6,2017,3
12947,20,27,6,2017,3
12948,17,28,6,2017,4
12949,20,23,6,2017,6
12950,16,28,6,2017,4
12951,18,27,6,2017,3
12952,09,28,6,2017,4
12953,01,29,6,2017,5
12954,12,23,6,2017,6
12955,01,29,6,2017,5
12956,01,28,6,2017,4
12957,21,1,3,2017,4
12958,19,12,6,2017,2
12959,01,30,6,2017,6
12960,19,29,6,2017,5
12961,08,29,6,2017,5
12962,08,29,6,2017,5
12963,08,30,6,2017,6
12964,01,1,7,2017,7
12965,14,1,7,2017,7
12966,09,2,7,2017,1
12967,21,20,6,2015,7
12968,22,1,7,2017,7
12969,16,2,7,2017,1
12970,20,30,6,2017,6
12971,22,1,7,2017,7
12972,16,2,7,2017,1
12973,23,1,7,2017,7
12974,23,1,7,2017,7
12975,00,21,6,2017,4
12976,22,29,4,2017,7
12977,22,29,4,2017,7
12978,19,27,5,2017,7
12979,09,26,5,2017,6
12980,09,26,5,2017,6
12981,20,2,7,2017,1
12982,10,3,7,2017,2
12983,09,3,7,2017,2
12984,20,2,7,2017,1
12985,17,3,7,2017,2
12986,22,3,7,2017,2
12987,20,20,4,2017,5
12988,08,30,6,2017,6
12989,03,27,6,2017,3
12990,00,26,6,2017,2
12991,00,26,6,2017,2
12992,18,3,7,2017,2
12993,21,25,6,2017,1
12994,23,2,7,2017,1
12995,11,4,7,2017,3
12996,11,4,7,2017,3
12997,21,30,6,2017,6
12998,16,25,6,2017,1
12999,10,30,6,2017,6
13000,14,18,10,2017,4
13001,02,20,9,2017,4
13002,13,12,11,2017,1
13003,15,16,9,2017,7
13004,00,24,11,2017,6
13005,17,20,12,2017,4
13006,09,18,10,2017,4
13007,14,19,10,2017,5
13008,20,19,10,2017,5
13009,07,19,10,2017,5
13010,21,18,10,2017,4
13011,17,19,10,2017,5
13012,08,19,10,2017,5
13013,19,19,10,2017,5
13014,21,18,10,2017,4
13015,20,19,10,2017,5
13016,21,8,10,2017,1
13017,09,19,10,2017,5
13018,05,27,10,2017,6
13019,11,16,10,2017,2
13020,17,5,6,2018,3
13021,02,15,10,2017,1
13022,17,18,10,2017,4
13023,00,17,10,2017,3
13024,13,17,10,2017,3
13025,23,14,10,2017,7
13026,08,17,10,2017,3
13027,20,21,10,2017,7
13028,20,21,10,2017,7
13029,13,21,10,2017,7
13030,11,19,10,2017,5
13031,10,21,10,2017,7
13032,19,20,10,2017,6
13033,08,20,10,2017,6
13034,01,21,10,2017,7
13035,17,20,10,2017,6
13036,08,20,10,2017,6
13037,13,20,10,2017,6
13038,21,23,9,2017,7
13039,06,20,10,2017,6
13040,19,20,10,2017,6
13041,21,21,10,2017,7
13042,21,21,10,2017,7
13043,23,8,10,2017,1
13044,15,18,10,2017,4
13045,19,21,10,2017,7
13046,11,30,7,2017,1
13047,22,2,9,2017,7
13048,21,20,10,2017,6
13049,23,20,10,2017,6
13050,20,22,10,2017,1
13051,14,15,10,2017,1
13052,17,21,10,2017,7
13053,21,10,10,2017,3
13054,14,23,10,2017,2
13055,11,23,10,2017,2
13056,11,23,10,2017,2
13057,06,21,10,2017,7
13058,03,24,10,2017,3
13059,18,23,10,2017,2
13060,12,9,10,2017,2
13061,12,18,10,2017,4
13062,08,24,10,2017,3
13063,12,20,5,2017,7
13064,14,1,10,2017,1
13065,07,23,10,2017,2
13066,23,22,10,2017,1
13067,23,24,10,2017,3
13068,23,24,10,2017,3
13069,22,23,10,2017,2
13070,06,24,10,2017,3
13071,11,9,10,2017,2
13072,18,24,10,2017,3
13073,10,24,10,2017,3
13074,21,22,10,2017,1
13075,08,23,10,2017,2
13076,08,14,10,2017,7
13077,16,25,10,2017,4
13078,10,7,10,2017,7
13079,16,24,10,2017,3
13080,17,24,10,2017,3
13081,12,25,10,2017,4
13082,17,12,10,2017,5
13083,15,25,10,2017,4
13084,19,24,10,2017,3
13085,21,24,10,2017,3
13086,08,25,10,2017,4
13087,04,24,10,2017,3
13088,20,24,10,2017,3
13089,09,25,10,2017,4
13090,17,15,8,2017,3
13091,00,16,10,2017,2
13092,11,25,10,2017,4
13093,12,1,10,2017,1
13094,18,26,10,2017,5
13095,16,26,10,2017,5
13096,09,19,10,2017,5
13097,09,27,10,2017,6
13098,09,20,10,2017,6
13099,21,26,10,2017,5
13100,08,27,10,2017,6
13101,22,25,10,2017,4
13102,17,25,10,2017,4
13103,19,26,10,2017,5
13104,13,26,10,2017,5
13105,23,12,10,2017,5
13106,23,20,10,2017,6
13107,12,27,10,2017,6
13108,13,1,10,2017,1
13109,18,23,9,2017,7
13110,02,13,11,2017,2
13111,21,14,9,2017,5
13112,15,21,12,2017,5
13113,22,8,10,2017,1
13114,22,23,9,2017,7
13115,13,25,10,2017,4
13116,14,15,9,2017,6
13117,17,22,12,2017,6
13118,16,24,11,2017,6
13119,14,22,10,2017,1
13120,16,12,11,2017,1
13121,01,1,10,2017,1
13122,14,16,9,2017,7
13123,17,22,12,2017,6
13124,19,10,11,2017,6
13125,12,27,10,2017,6
13126,08,2,10,2017,2
13127,14,10,10,2017,3
13128,16,24,11,2017,6
13129,01,7,6,2018,5
13130,22,23,9,2017,7
13131,21,26,11,2017,1
13132,15,16,9,2017,7
13133,01,7,6,2018,5
13134,21,13,12,2017,4
13135,12,13,9,2017,4
13136,19,12,11,2017,1
13137,09,21,10,2017,7
13138,22,23,9,2017,7
13139,21,26,11,2017,1
13140,15,11,9,2017,2
13141,22,11,11,2017,7
13142,19,9,10,2017,2
13143,15,22,10,2017,1
13144,22,23,9,2017,7
13145,08,23,11,2017,5
13146,18,7,6,2018,5
13147,21,11,11,2017,7
13148,22,16,9,2017,7
13149,13,21,12,2017,5
13150,02,25,11,2017,7
13151,18,9,11,2017,5
13152,18,1,10,2017,1
13153,10,2,9,2017,7
13154,18,23,9,2017,7
13155,06,7,6,2018,5
13156,05,27,10,2017,6
13157,12,16,9,2017,7
13158,16,22,5,2017,2
13159,06,5,11,2017,1
13160,19,31,10,2017,3
13161,22,8,10,2017,1
13162,01,24,9,2017,1
13163,12,17,10,2017,3
13164,06,7,6,2018,5
13165,00,14,9,2017,5
13166,09,22,5,2017,2
13167,18,1,10,2017,1
13168,23,8,11,2017,4
13169,15,16,5,2017,3
13170,19,7,6,2018,5
13171,16,17,9,2017,1
13172,08,28,10,2017,7
13173,19,17,9,2017,1
13174,20,7,10,2017,7
13175,11,1,10,2017,1
13176,19,23,9,2017,7
13177,18,1,10,2017,1
13178,20,13,11,2017,2
13179,15,16,5,2017,3
13180,03,9,6,2018,7
13181,22,28,10,2017,7
13182,08,23,11,2017,5
13183,20,7,10,2017,7
13184,14,23,5,2017,3
13185,23,16,9,2017,7
13186,20,13,11,2017,2
13187,08,20,9,2017,4
13188,18,9,6,2018,7
13189,22,28,10,2017,7
13190,10,1,7,2017,7
13191,23,11,11,2017,7
13192,16,23,5,2017,3
13193,12,16,9,2017,7
13194,16,14,11,2017,3
13195,08,24,9,2017,1
13196,18,9,6,2018,7
13197,04,29,10,2017,1
13198,09,26,10,2017,5
13199,20,28,10,2017,7
13200,05,29,10,2017,1
13201,05,29,10,2017,1
13202,19,20,10,2017,6
13203,19,20,10,2017,6
13204,22,29,10,2017,1
13205,10,27,10,2017,6
13206,13,2,10,2017,2
13207,02,29,10,2017,1
13208,11,30,10,2017,2
13209,15,7,9,2017,5
13210,13,28,10,2017,7
13211,18,25,10,2017,4
13212,18,25,10,2017,4
13213,00,30,10,2017,2
13214,01,31,10,2017,3
13215,23,20,9,2017,4
13216,06,31,10,2017,3
13217,15,31,10,2017,3
13218,08,30,10,2017,2
13219,12,26,10,2017,5
13220,13,30,10,2017,2
13221,10,1,11,2017,4
13222,10,1,11,2017,4
13223,07,1,11,2017,4
13224,19,31,10,2017,3
13225,02,21,10,2017,7
13226,01,1,11,2017,4
13227,10,31,10,2017,3
13228,11,27,10,2017,6
13229,21,31,10,2017,3
13230,09,25,10,2017,4
13231,09,2,11,2017,5
13232,21,30,10,2017,2
13233,16,1,11,2017,4
13234,09,21,10,2017,7
13235,09,21,10,2017,7
13236,14,3,11,2017,6
13237,01,3,11,2017,6
13238,17,20,10,2017,6
13239,06,3,11,2017,6
13240,13,22,10,2017,1
13241,11,20,10,2017,6
13242,05,22,10,2017,1
13243,10,1,11,2017,4
13244,10,1,11,2017,4
13245,11,4,11,2017,7
13246,17,4,11,2017,7
13247,20,4,11,2017,7
13248,20,4,11,2017,7
13249,01,5,11,2017,1
13250,18,8,6,2017,5
13251,00,5,11,2017,1
13252,00,5,11,2017,1
13253,09,6,11,2017,2
13254,03,5,11,2017,1
13255,12,1,11,2017,4
13256,15,6,11,2017,2
13257,21,2,11,2017,5
13258,21,16,10,2017,2
13259,20,22,10,2017,1
13260,09,6,11,2017,2
13261,18,29,10,2017,1
13262,00,7,11,2017,3
13263,17,7,11,2017,3
13264,15,7,11,2017,3
13265,23,7,11,2017,3
13266,19,6,11,2017,2
13267,19,6,11,2017,2
13268,10,3,11,2017,6
13269,06,5,11,2017,1
13270,22,7,11,2017,3
13271,01,7,11,2017,3
13272,07,8,11,2017,4
13273,00,9,11,2017,5
13274,18,8,11,2017,4
13275,18,8,11,2017,4
13276,09,8,11,2017,4
13277,06,9,11,2017,5
13278,13,11,11,2017,7
13279,12,24,10,2017,3
13280,12,11,11,2017,7
13281,15,7,11,2017,3
13282,12,11,11,2017,7
13283,18,11,11,2017,7
13284,20,11,11,2017,7
13285,07,10,11,2017,6
13286,07,10,11,2017,6
13287,00,12,11,2017,1
13288,16,23,5,2017,3
13289,13,26,11,2017,1
13290,21,1,10,2017,1
13291,05,11,11,2017,7
13292,12,16,9,2017,7
13293,17,23,5,2017,3
13294,17,9,6,2018,7
13295,08,14,9,2017,5
13296,07,28,11,2017,3
13297,01,9,11,2017,5
13298,00,24,9,2017,1
13299,12,24,8,2017,5
13300,17,23,5,2017,3
13301,19,5,10,2017,5
13302,17,9,6,2018,7
13303,01,24,9,2017,1
13304,05,11,11,2017,7
13305,06,2,10,2017,2
13306,12,24,8,2017,5
13307,18,23,5,2017,3
13308,18,9,6,2018,7
13309,12,27,11,2017,2
13310,22,10,11,2017,6
13311,13,29,11,2017,4
13312,21,9,6,2018,7
13313,12,24,8,2017,5
13314,12,24,9,2017,1
13315,00,24,9,2017,1
13316,09,28,9,2017,5
13317,00,23,5,2017,3
13318,00,1,10,2017,1
13319,09,14,11,2017,3
13320,00,1,10,2017,1
13321,06,24,9,2017,1
13322,17,16,9,2017,7
13323,21,5,6,2018,3
13324,08,10,10,2017,3
13325,18,28,11,2017,3
13326,13,21,5,2017,1
13327,18,28,11,2017,3
13328,10,15,11,2017,4
13329,18,23,9,2017,7
13330,11,14,9,2017,5
13331,00,10,6,2018,1
13332,17,6,10,2017,6
13333,22,23,5,2017,3
13334,05,29,11,2017,4
13335,17,28,11,2017,3
13336,14,28,11,2017,3
13337,07,20,11,2017,2
13338,16,29,11,2017,4
13339,07,30,11,2017,5
13340,20,1,12,2017,6
13341,18,1,12,2017,6
13342,20,1,12,2017,6
13343,20,1,12,2017,6
13344,00,1,11,2017,4
13345,11,2,12,2017,7
13346,00,1,12,2017,6
13347,08,1,12,2017,6
13348,09,24,11,2017,6
13349,18,20,10,2017,6
13350,00,2,12,2017,7
13351,20,27,9,2017,4
13352,21,3,12,2017,1
13353,18,4,12,2017,2
13354,13,3,12,2017,1
13355,20,20,11,2017,2
13356,00,29,11,2017,4
13357,00,29,11,2017,4
13358,23,4,12,2017,2
13359,01,28,11,2017,3
13360,14,5,12,2017,3
13361,00,6,12,2017,4
13362,21,29,11,2017,4
13363,19,23,11,2017,5
13364,20,5,12,2017,3
13365,09,5,12,2017,3
13366,21,5,12,2017,3
13367,11,22,10,2017,1
13368,00,13,12,2017,4
13369,00,13,12,2017,4
13370,21,5,12,2017,3
13371,16,20,11,2017,2
13372,02,29,11,2017,4
13373,23,6,12,2017,4
13374,08,28,11,2017,3
13375,14,7,9,2017,5
13376,07,7,12,2017,5
13377,23,2,12,2017,7
13378,23,29,11,2017,4
13379,09,30,11,2017,5
13380,05,8,12,2017,6
13381,20,8,12,2017,6
13382,18,20,11,2017,2
13383,21,6,12,2017,4
13384,15,9,12,2017,7
13385,15,8,12,2017,6
13386,22,4,12,2017,2
13387,19,11,12,2017,2
13388,19,24,9,2017,1
13389,08,1,11,2017,4
13390,15,6,11,2017,2
13391,08,21,11,2017,3
13392,08,7,12,2017,5
13393,00,12,12,2017,3
13394,20,9,12,2017,7
13395,12,9,12,2017,7
13396,12,14,12,2017,5
13397,22,13,12,2017,4
13398,08,8,12,2017,6
13399,04,2,12,2017,7
13400,04,2,12,2017,7
13401,04,2,12,2017,7
13402,04,2,12,2017,7
13403,18,26,7,2017,4
13404,17,15,12,2017,6
13405,06,1,11,2017,4
13406,22,16,12,2017,7
13407,12,18,12,2017,2
13408,19,18,12,2017,2
13409,18,24,11,2017,6
13410,15,9,11,2017,5
13411,19,19,12,2017,3
13412,19,19,12,2017,3
13413,08,19,12,2017,3
13414,23,19,12,2017,3
13415,15,20,12,2017,4
13416,15,15,12,2017,6
13417,17,21,9,2017,5
13418,10,15,11,2017,4
13419,13,15,9,2017,6
13420,19,6,6,2018,4
13421,17,6,10,2017,6
13422,18,7,10,2017,7
13423,01,24,5,2017,4
